instrument_token,tradingsymbol,lot_size
9158658,NIFTYNXT5024DEC67300CE,10
9158914,NIFTYNXT5024DEC67300PE,10
9155586,NIFTYNXT5024DEC67200CE,10
9155842,NIFTYNXT5024DEC67200PE,10
9155074,NIFTYNXT5024DEC67100CE,10
9155330,NIFTYNXT5024DEC67100PE,10
9146626,NIFTYNXT5024DEC67000CE,10
9153282,NIFTYNXT5024DEC67000PE,10
9144322,NIFTYNXT5024DEC66900CE,10
9145858,NIFTYNXT5024DEC66900PE,10
9143810,NIFTYNXT5024DEC66800CE,10
9144066,NIFTYNXT5024DEC66800PE,10
9142274,NIFTYNXT5024DEC66700CE,10
9143554,NIFTYNXT5024DEC66700PE,10
9141762,NIFTYNXT5024DEC66600CE,10
9142018,NIFTYNXT5024DEC66600PE,10
9140994,NIFTYNXT5024DEC66500CE,10
9141506,NIFTYNXT5024DEC66500PE,10
9139202,NIFTYNXT5024DEC66400CE,10
9139458,NIFTYNXT5024DEC66400PE,10
9138690,NIFTYNXT5024DEC66300CE,10
9138946,NIFTYNXT5024DEC66300PE,10
9134082,NIFTYNXT5024DEC66200CE,10
9134850,NIFTYNXT5024DEC66200PE,10
9124354,NIFTYNXT5024DEC66100CE,10
9128450,NIFTYNXT5024DEC66100PE,10
9123842,NIFTYNXT5024DEC66000CE,10
9124098,NIFTYNXT5024DEC66000PE,10
9123330,NIFTYNXT5024DEC65900CE,10
9123586,NIFTYNXT5024DEC65900PE,10
9122818,NIFTYNXT5024DEC65800CE,10
9123074,NIFTYNXT5024DEC65800PE,10
9787394,NIFTYNXT5024DEC65700CE,10
9788930,NIFTYNXT5024DEC65700PE,10
9786626,NIFTYNXT5024DEC65600CE,10
9786882,NIFTYNXT5024DEC65600PE,10
9121026,NIFTYNXT5024DEC65500CE,10
9122562,NIFTYNXT5024DEC65500PE,10
9786114,NIFTYNXT5024DEC65400CE,10
9786370,NIFTYNXT5024DEC65400PE,10
9784066,NIFTYNXT5024DEC65300CE,10
9785346,NIFTYNXT5024DEC65300PE,10
9782530,NIFTYNXT5024DEC65200CE,10
9782786,NIFTYNXT5024DEC65200PE,10
9776898,NIFTYNXT5024DEC65100CE,10
9780226,NIFTYNXT5024DEC65100PE,10
9120514,NIFTYNXT5024DEC65000CE,10
9120770,NIFTYNXT5024DEC65000PE,10
13052162,NIFTYNXT5024DEC64900CE,10
13052418,NIFTYNXT5024DEC64900PE,10
13051394,NIFTYNXT5024DEC64800CE,10
13051650,NIFTYNXT5024DEC64800PE,10
13050114,NIFTYNXT5024DEC64700CE,10
13050882,NIFTYNXT5024DEC64700PE,10
13049346,NIFTYNXT5024DEC64600CE,10
13049602,NIFTYNXT5024DEC64600PE,10
9116162,NIFTYNXT5024DEC64500CE,10
9120258,NIFTYNXT5024DEC64500PE,10
13046530,NIFTYNXT5024DEC64400CE,10
13047810,NIFTYNXT5024DEC64400PE,10
13044482,NIFTYNXT5024DEC64300CE,10
13046274,NIFTYNXT5024DEC64300PE,10
13043970,NIFTYNXT5024DEC64200CE,10
13044226,NIFTYNXT5024DEC64200PE,10
13043458,NIFTYNXT5024DEC64100CE,10
13043714,NIFTYNXT5024DEC64100PE,10
9115650,NIFTYNXT5024DEC64000CE,10
9115906,NIFTYNXT5024DEC64000PE,10
13042946,NIFTYNXT5024DEC63900CE,10
13043202,NIFTYNXT5024DEC63900PE,10
13042434,NIFTYNXT5024DEC63800CE,10
13042690,NIFTYNXT5024DEC63800PE,10
13041922,NIFTYNXT5024DEC63700CE,10
13042178,NIFTYNXT5024DEC63700PE,10
13040898,NIFTYNXT5024DEC63600CE,10
13041666,NIFTYNXT5024DEC63600PE,10
9111298,NIFTYNXT5024DEC63500CE,10
9115394,NIFTYNXT5024DEC63500PE,10
13039874,NIFTYNXT5024DEC63400CE,10
13040642,NIFTYNXT5024DEC63400PE,10
13964802,NIFTYNXT5024DEC63300CE,10
13965058,NIFTYNXT5024DEC63300PE,10
13964290,NIFTYNXT5024DEC63200CE,10
13964546,NIFTYNXT5024DEC63200PE,10
13963778,NIFTYNXT5024DEC63100CE,10
13964034,NIFTYNXT5024DEC63100PE,10
9110274,NIFTYNXT5024DEC63000CE,10
9110530,NIFTYNXT5024DEC63000PE,10
13963266,NIFTYNXT5024DEC62900CE,10
13963522,NIFTYNXT5024DEC62900PE,10
13962754,NIFTYNXT5024DEC62800CE,10
13963010,NIFTYNXT5024DEC62800PE,10
13962242,NIFTYNXT5024DEC62700CE,10
13962498,NIFTYNXT5024DEC62700PE,10
9109762,NIFTYNXT5024DEC62500CE,10
9110018,NIFTYNXT5024DEC62500PE,10
9109250,NIFTYNXT5024DEC62000CE,10
9109506,NIFTYNXT5024DEC62000PE,10
9107202,NIFTYNXT5024DEC61500CE,10
9108482,NIFTYNXT5024DEC61500PE,10
9103874,NIFTYNXT5024DEC61000CE,10
9106946,NIFTYNXT5024DEC61000PE,10
9103106,NIFTYNXT5024DEC60500CE,10
9103618,NIFTYNXT5024DEC60500PE,10
9098754,NIFTYNXT5024DEC60000CE,10
9102850,NIFTYNXT5024DEC60000PE,10
9098242,NIFTYNXT5024DEC59500CE,10
9098498,NIFTYNXT5024DEC59500PE,10
9097474,NIFTYNXT5024DEC59000CE,10
9097986,NIFTYNXT5024DEC59000PE,10
9096962,NIFTYNXT5024DEC58500CE,10
9097218,NIFTYNXT5024DEC58500PE,10
9095426,NIFTYNXT5024DEC58000CE,10
9095682,NIFTYNXT5024DEC58000PE,10
9087746,NIFTYNXT5024DEC57500CE,10
9093890,NIFTYNXT5024DEC57500PE,10
9087234,NIFTYNXT5024DEC57000CE,10
9087490,NIFTYNXT5024DEC57000PE,10
16373506,NIFTYNXT5025JAN73400CE,10
16373762,NIFTYNXT5025JAN73400PE,10
16372994,NIFTYNXT5025JAN73300CE,10
16373250,NIFTYNXT5025JAN73300PE,10
16374018,NIFTYNXT5025JAN73500CE,10
16374274,NIFTYNXT5025JAN73500PE,10
16372482,NIFTYNXT5025JAN73200CE,10
16372738,NIFTYNXT5025JAN73200PE,10
16374530,NIFTYNXT5025JAN73600CE,10
16374786,NIFTYNXT5025JAN73600PE,10
16371970,NIFTYNXT5025JAN73100CE,10
16372226,NIFTYNXT5025JAN73100PE,10
16375042,NIFTYNXT5025JAN73700CE,10
16375298,NIFTYNXT5025JAN73700PE,10
16371458,NIFTYNXT5025JAN73000CE,10
16371714,NIFTYNXT5025JAN73000PE,10
16375554,NIFTYNXT5025JAN73800CE,10
16375810,NIFTYNXT5025JAN73800PE,10
16370946,NIFTYNXT5025JAN72900CE,10
16371202,NIFTYNXT5025JAN72900PE,10
16376066,NIFTYNXT5025JAN73900CE,10
16376322,NIFTYNXT5025JAN73900PE,10
16370434,NIFTYNXT5025JAN72800CE,10
16370690,NIFTYNXT5025JAN72800PE,10
16377602,NIFTYNXT5025JAN74000CE,10
16377858,NIFTYNXT5025JAN74000PE,10
16369922,NIFTYNXT5025JAN72700CE,10
16370178,NIFTYNXT5025JAN72700PE,10
16378114,NIFTYNXT5025JAN74100CE,10
16378370,NIFTYNXT5025JAN74100PE,10
16378882,NIFTYNXT5025JAN74200PE,10
16501506,NIFTYNXT5025JAN83000CE,10
16501762,NIFTYNXT5025JAN83000PE,10
16498178,NIFTYNXT5025JAN82500CE,10
16498434,NIFTYNXT5025JAN82500PE,10
16497666,NIFTYNXT5025JAN82000CE,10
16497922,NIFTYNXT5025JAN82000PE,10
16495618,NIFTYNXT5025JAN81500CE,10
16495874,NIFTYNXT5025JAN81500PE,10
16493058,NIFTYNXT5025JAN81000CE,10
16493314,NIFTYNXT5025JAN81000PE,10
16489218,NIFTYNXT5025JAN80500CE,10
16489474,NIFTYNXT5025JAN80500PE,10
16483074,NIFTYNXT5025JAN80000CE,10
16483330,NIFTYNXT5025JAN80000PE,10
16477698,NIFTYNXT5025JAN79500CE,10
16477954,NIFTYNXT5025JAN79500PE,10
16428290,NIFTYNXT5025JAN79000CE,10
16428546,NIFTYNXT5025JAN79000PE,10
16423170,NIFTYNXT5025JAN78500CE,10
16424962,NIFTYNXT5025JAN78500PE,10
16416258,NIFTYNXT5025JAN78000CE,10
16418050,NIFTYNXT5025JAN78000PE,10
16411138,NIFTYNXT5025JAN77500CE,10
16411394,NIFTYNXT5025JAN77500PE,10
16408322,NIFTYNXT5025JAN77000CE,10
16408578,NIFTYNXT5025JAN77000PE,10
16407810,NIFTYNXT5025JAN76900CE,10
16408066,NIFTYNXT5025JAN76900PE,10
16407298,NIFTYNXT5025JAN76800CE,10
16407554,NIFTYNXT5025JAN76800PE,10
16406530,NIFTYNXT5025JAN76700CE,10
16407042,NIFTYNXT5025JAN76700PE,10
16406018,NIFTYNXT5025JAN76600CE,10
16406274,NIFTYNXT5025JAN76600PE,10
16405506,NIFTYNXT5025JAN76500CE,10
16405762,NIFTYNXT5025JAN76500PE,10
16404226,NIFTYNXT5025JAN76400CE,10
16404482,NIFTYNXT5025JAN76400PE,10
16403202,NIFTYNXT5025JAN76300CE,10
16403458,NIFTYNXT5025JAN76300PE,10
16402690,NIFTYNXT5025JAN76200CE,10
16402946,NIFTYNXT5025JAN76200PE,10
16401666,NIFTYNXT5025JAN76100CE,10
16402434,NIFTYNXT5025JAN76100PE,10
16401154,NIFTYNXT5025JAN76000CE,10
16401410,NIFTYNXT5025JAN76000PE,10
16400642,NIFTYNXT5025JAN75900CE,10
16400898,NIFTYNXT5025JAN75900PE,10
16400130,NIFTYNXT5025JAN75800CE,10
16400386,NIFTYNXT5025JAN75800PE,10
16399618,NIFTYNXT5025JAN75700CE,10
16399874,NIFTYNXT5025JAN75700PE,10
16399106,NIFTYNXT5025JAN75600CE,10
16399362,NIFTYNXT5025JAN75600PE,10
16397570,NIFTYNXT5025JAN75500CE,10
16398850,NIFTYNXT5025JAN75500PE,10
16396034,NIFTYNXT5025JAN75400CE,10
16397314,NIFTYNXT5025JAN75400PE,10
16395010,NIFTYNXT5025JAN75300CE,10
16395266,NIFTYNXT5025JAN75300PE,10
16393986,NIFTYNXT5025JAN75200CE,10
16394242,NIFTYNXT5025JAN75200PE,10
16391426,NIFTYNXT5025JAN75100CE,10
16391682,NIFTYNXT5025JAN75100PE,10
16387842,NIFTYNXT5025JAN75000CE,10
16388098,NIFTYNXT5025JAN75000PE,10
16387330,NIFTYNXT5025JAN74900CE,10
16387586,NIFTYNXT5025JAN74900PE,10
16382466,NIFTYNXT5025JAN74800CE,10
16386562,NIFTYNXT5025JAN74800PE,10
16381186,NIFTYNXT5025JAN74700CE,10
16382210,NIFTYNXT5025JAN74700PE,10
16380674,NIFTYNXT5025JAN74600CE,10
16380930,NIFTYNXT5025JAN74600PE,10
16380162,NIFTYNXT5025JAN74500CE,10
16380418,NIFTYNXT5025JAN74500PE,10
16379650,NIFTYNXT5025JAN74400CE,10
16379906,NIFTYNXT5025JAN74400PE,10
16379138,NIFTYNXT5025JAN74300CE,10
16379394,NIFTYNXT5025JAN74300PE,10
16378626,NIFTYNXT5025JAN74200CE,10
16369410,NIFTYNXT5025JAN72600CE,10
16369666,NIFTYNXT5025JAN72600PE,10
16368898,NIFTYNXT5025JAN72500CE,10
16369154,NIFTYNXT5025JAN72500PE,10
16368386,NIFTYNXT5025JAN72400CE,10
16368642,NIFTYNXT5025JAN72400PE,10
16367874,NIFTYNXT5025JAN72300CE,10
16368130,NIFTYNXT5025JAN72300PE,10
16367362,NIFTYNXT5025JAN72200CE,10
16367618,NIFTYNXT5025JAN72200PE,10
16366850,NIFTYNXT5025JAN72100CE,10
16367106,NIFTYNXT5025JAN72100PE,10
16366338,NIFTYNXT5025JAN72000CE,10
16366594,NIFTYNXT5025JAN72000PE,10
16365826,NIFTYNXT5025JAN71900CE,10
16366082,NIFTYNXT5025JAN71900PE,10
16365314,NIFTYNXT5025JAN71800CE,10
16365570,NIFTYNXT5025JAN71800PE,10
16364034,NIFTYNXT5025JAN71700CE,10
16365058,NIFTYNXT5025JAN71700PE,10
16363266,NIFTYNXT5025JAN71600CE,10
16363522,NIFTYNXT5025JAN71600PE,10
16362754,NIFTYNXT5025JAN71500CE,10
16363010,NIFTYNXT5025JAN71500PE,10
16362242,NIFTYNXT5025JAN71400CE,10
16362498,NIFTYNXT5025JAN71400PE,10
16361730,NIFTYNXT5025JAN71300CE,10
16361986,NIFTYNXT5025JAN71300PE,10
16361218,NIFTYNXT5025JAN71200CE,10
16361474,NIFTYNXT5025JAN71200PE,10
16185346,NIFTYNXT5025JAN71100CE,10
16360962,NIFTYNXT5025JAN71100PE,10
15875842,NIFTYNXT5025JAN71000CE,10
16185090,NIFTYNXT5025JAN71000PE,10
15875330,NIFTYNXT5025JAN70900CE,10
15875586,NIFTYNXT5025JAN70900PE,10
15874306,NIFTYNXT5025JAN70800CE,10
15874562,NIFTYNXT5025JAN70800PE,10
15588866,NIFTYNXT5025JAN70700CE,10
15874050,NIFTYNXT5025JAN70700PE,10
15588354,NIFTYNXT5025JAN70600CE,10
15588610,NIFTYNXT5025JAN70600PE,10
15587842,NIFTYNXT5025JAN70500CE,10
15588098,NIFTYNXT5025JAN70500PE,10
15587330,NIFTYNXT5025JAN70400CE,10
15587586,NIFTYNXT5025JAN70400PE,10
15586818,NIFTYNXT5025JAN70300CE,10
15587074,NIFTYNXT5025JAN70300PE,10
15585282,NIFTYNXT5025JAN70200CE,10
15586562,NIFTYNXT5025JAN70200PE,10
15584770,NIFTYNXT5025JAN70100CE,10
15585026,NIFTYNXT5025JAN70100PE,10
15582978,NIFTYNXT5025JAN70000CE,10
15584514,NIFTYNXT5025JAN70000PE,10
14848770,NIFTYNXT5025JAN69900CE,10
15582210,NIFTYNXT5025JAN69900PE,10
14847746,NIFTYNXT5025JAN69800CE,10
14848514,NIFTYNXT5025JAN69800PE,10
14847234,NIFTYNXT5025JAN69700CE,10
14847490,NIFTYNXT5025JAN69700PE,10
14846722,NIFTYNXT5025JAN69600CE,10
14846978,NIFTYNXT5025JAN69600PE,10
14556418,NIFTYNXT5025JAN69500CE,10
14846466,NIFTYNXT5025JAN69500PE,10
14555906,NIFTYNXT5025JAN69400CE,10
14556162,NIFTYNXT5025JAN69400PE,10
14555394,NIFTYNXT5025JAN69300CE,10
14555650,NIFTYNXT5025JAN69300PE,10
14554882,NIFTYNXT5025JAN69200CE,10
14555138,NIFTYNXT5025JAN69200PE,10
14554370,NIFTYNXT5025JAN69100CE,10
14554626,NIFTYNXT5025JAN69100PE,10
14553858,NIFTYNXT5025JAN69000CE,10
14554114,NIFTYNXT5025JAN69000PE,10
13943298,NIFTYNXT5025JAN68900CE,10
14553602,NIFTYNXT5025JAN68900PE,10
13938690,NIFTYNXT5025JAN68800CE,10
13941762,NIFTYNXT5025JAN68800PE,10
13937410,NIFTYNXT5025JAN68700CE,10
13938434,NIFTYNXT5025JAN68700PE,10
13936898,NIFTYNXT5025JAN68600CE,10
13937154,NIFTYNXT5025JAN68600PE,10
13933314,NIFTYNXT5025JAN68500CE,10
13933570,NIFTYNXT5025JAN68500PE,10
12818178,NIFTYNXT5025JAN68400CE,10
13933058,NIFTYNXT5025JAN68400PE,10
12817666,NIFTYNXT5025JAN68300CE,10
12817922,NIFTYNXT5025JAN68300PE,10
12817154,NIFTYNXT5025JAN68200CE,10
12817410,NIFTYNXT5025JAN68200PE,10
11740930,NIFTYNXT5025JAN68100CE,10
12463362,NIFTYNXT5025JAN68100PE,10
11734786,NIFTYNXT5025JAN68000CE,10
11738626,NIFTYNXT5025JAN68000PE,10
11733506,NIFTYNXT5025JAN67900CE,10
11734530,NIFTYNXT5025JAN67900PE,10
11730690,NIFTYNXT5025JAN67800CE,10
11733250,NIFTYNXT5025JAN67800PE,10
11730178,NIFTYNXT5025JAN67700CE,10
11730434,NIFTYNXT5025JAN67700PE,10
11729666,NIFTYNXT5025JAN67600CE,10
11729922,NIFTYNXT5025JAN67600PE,10
11728898,NIFTYNXT5025JAN67500CE,10
11729410,NIFTYNXT5025JAN67500PE,10
11728386,NIFTYNXT5025JAN67400CE,10
11728642,NIFTYNXT5025JAN67400PE,10
11726850,NIFTYNXT5025JAN67300CE,10
11728130,NIFTYNXT5025JAN67300PE,10
11721730,NIFTYNXT5025JAN67200CE,10
11726594,NIFTYNXT5025JAN67200PE,10
11709954,NIFTYNXT5025JAN67100CE,10
11721218,NIFTYNXT5025JAN67100PE,10
11707650,NIFTYNXT5025JAN67000CE,10
11708418,NIFTYNXT5025JAN67000PE,10
11707138,NIFTYNXT5025JAN66900CE,10
11707394,NIFTYNXT5025JAN66900PE,10
11706626,NIFTYNXT5025JAN66800CE,10
11706882,NIFTYNXT5025JAN66800PE,10
11706114,NIFTYNXT5025JAN66700CE,10
11706370,NIFTYNXT5025JAN66700PE,10
11705602,NIFTYNXT5025JAN66600CE,10
11705858,NIFTYNXT5025JAN66600PE,10
11682050,NIFTYNXT5025JAN66500CE,10
11705346,NIFTYNXT5025JAN66500PE,10
11677698,NIFTYNXT5025JAN66400CE,10
11681794,NIFTYNXT5025JAN66400PE,10
11671810,NIFTYNXT5025JAN66300CE,10
11677442,NIFTYNXT5025JAN66300PE,10
11671042,NIFTYNXT5025JAN66200CE,10
11671554,NIFTYNXT5025JAN66200PE,10
11670018,NIFTYNXT5025JAN66100CE,10
11670786,NIFTYNXT5025JAN66100PE,10
11663106,NIFTYNXT5025JAN66000CE,10
11669762,NIFTYNXT5025JAN66000PE,10
11655426,NIFTYNXT5025JAN65900CE,10
11660546,NIFTYNXT5025JAN65900PE,10
11653122,NIFTYNXT5025JAN65800CE,10
11654914,NIFTYNXT5025JAN65800PE,10
11652610,NIFTYNXT5025JAN65700CE,10
11652866,NIFTYNXT5025JAN65700PE,10
11650562,NIFTYNXT5025JAN65600CE,10
11651330,NIFTYNXT5025JAN65600PE,10
11644418,NIFTYNXT5025JAN65500CE,10
11650306,NIFTYNXT5025JAN65500PE,10
11643906,NIFTYNXT5025JAN65400CE,10
11644162,NIFTYNXT5025JAN65400PE,10
11639554,NIFTYNXT5025JAN65300CE,10
11643650,NIFTYNXT5025JAN65300PE,10
11633922,NIFTYNXT5025JAN65200CE,10
11639298,NIFTYNXT5025JAN65200PE,10
11632642,NIFTYNXT5025JAN65100CE,10
11633666,NIFTYNXT5025JAN65100PE,10
11631618,NIFTYNXT5025JAN65000CE,10
11632386,NIFTYNXT5025JAN65000PE,10
11625986,NIFTYNXT5025JAN64900CE,10
11631362,NIFTYNXT5025JAN64900PE,10
11615234,NIFTYNXT5025JAN64800CE,10
11625730,NIFTYNXT5025JAN64800PE,10
11613186,NIFTYNXT5025JAN64700CE,10
11614466,NIFTYNXT5025JAN64700PE,10
11608578,NIFTYNXT5025JAN64600CE,10
11612930,NIFTYNXT5025JAN64600PE,10
11608066,NIFTYNXT5025JAN64500CE,10
11608322,NIFTYNXT5025JAN64500PE,10
11606018,NIFTYNXT5025JAN64400CE,10
11607810,NIFTYNXT5025JAN64400PE,10
11604482,NIFTYNXT5025JAN64300CE,10
11605762,NIFTYNXT5025JAN64300PE,10
11603970,NIFTYNXT5025JAN64200CE,10
11604226,NIFTYNXT5025JAN64200PE,10
11598850,NIFTYNXT5025JAN64100CE,10
11603714,NIFTYNXT5025JAN64100PE,10
11596290,NIFTYNXT5025JAN64000CE,10
11598594,NIFTYNXT5025JAN64000PE,10
11590402,NIFTYNXT5025JAN63900CE,10
11596034,NIFTYNXT5025JAN63900PE,10
11589634,NIFTYNXT5025JAN63800CE,10
11590146,NIFTYNXT5025JAN63800PE,10
11580930,NIFTYNXT5025JAN63700CE,10
11589378,NIFTYNXT5025JAN63700PE,10
11580162,NIFTYNXT5025JAN63600CE,10
11580674,NIFTYNXT5025JAN63600PE,10
11579394,NIFTYNXT5025JAN63500CE,10
11579650,NIFTYNXT5025JAN63500PE,10
11578882,NIFTYNXT5025JAN63400CE,10
11579138,NIFTYNXT5025JAN63400PE,10
11578370,NIFTYNXT5025JAN63300CE,10
11578626,NIFTYNXT5025JAN63300PE,10
11561986,NIFTYNXT5025JAN63200CE,10
11577602,NIFTYNXT5025JAN63200PE,10
11559426,NIFTYNXT5025JAN63100CE,10
11561730,NIFTYNXT5025JAN63100PE,10
11550466,NIFTYNXT5025JAN63000CE,10
11558914,NIFTYNXT5025JAN63000PE,10
11549954,NIFTYNXT5025JAN62900CE,10
11550210,NIFTYNXT5025JAN62900PE,10
11547394,NIFTYNXT5025JAN62800CE,10
11547650,NIFTYNXT5025JAN62800PE,10
11544578,NIFTYNXT5025JAN62700CE,10
11547138,NIFTYNXT5025JAN62700PE,10
11538178,NIFTYNXT5025JAN62500CE,10
11538946,NIFTYNXT5025JAN62500PE,10
11520514,NIFTYNXT5025JAN62000CE,10
11520770,NIFTYNXT5025JAN62000PE,10
11510274,NIFTYNXT5025JAN61500CE,10
11510530,NIFTYNXT5025JAN61500PE,10
11476738,NIFTYNXT5025JAN61000CE,10
11477250,NIFTYNXT5025JAN61000PE,10
11450370,NIFTYNXT5025JAN60500CE,10
11453186,NIFTYNXT5025JAN60500PE,10
11432962,NIFTYNXT5025JAN60000CE,10
11433218,NIFTYNXT5025JAN60000PE,10
11428354,NIFTYNXT5025JAN59500CE,10
11428610,NIFTYNXT5025JAN59500PE,10
11418626,NIFTYNXT5025JAN59000CE,10
11418882,NIFTYNXT5025JAN59000PE,10
11388674,NIFTYNXT5025JAN58500CE,10
11388930,NIFTYNXT5025JAN58500PE,10
11331586,NIFTYNXT5025JAN58000CE,10
11331842,NIFTYNXT5025JAN58000PE,10
11315458,NIFTYNXT5025JAN57500CE,10
11315714,NIFTYNXT5025JAN57500PE,10
11311106,NIFTYNXT5025JAN57000CE,10
11312130,NIFTYNXT5025JAN57000PE,10
9929474,NIFTYNXT5025FEB72000CE,25
9929730,NIFTYNXT5025FEB72000PE,25
9928450,NIFTYNXT5025FEB71900CE,25
9929218,NIFTYNXT5025FEB71900PE,25
9929986,NIFTYNXT5025FEB72100CE,25
9930242,NIFTYNXT5025FEB72100PE,25
9927682,NIFTYNXT5025FEB71800CE,25
9927938,NIFTYNXT5025FEB71800PE,25
9930498,NIFTYNXT5025FEB72200CE,25
9930754,NIFTYNXT5025FEB72200PE,25
9927170,NIFTYNXT5025FEB71700CE,25
9927426,NIFTYNXT5025FEB71700PE,25
9931010,NIFTYNXT5025FEB72300CE,25
9931778,NIFTYNXT5025FEB72300PE,25
9926146,NIFTYNXT5025FEB71600CE,25
9926402,NIFTYNXT5025FEB71600PE,25
9932290,NIFTYNXT5025FEB72400CE,25
9932546,NIFTYNXT5025FEB72400PE,25
9924098,NIFTYNXT5025FEB71500CE,25
9924354,NIFTYNXT5025FEB71500PE,25
9935874,NIFTYNXT5025FEB72500CE,25
9936898,NIFTYNXT5025FEB72500PE,25
9921538,NIFTYNXT5025FEB71400CE,25
9921794,NIFTYNXT5025FEB71400PE,25
9937154,NIFTYNXT5025FEB72600CE,25
9937410,NIFTYNXT5025FEB72600PE,25
9920514,NIFTYNXT5025FEB71300CE,25
9920770,NIFTYNXT5025FEB71300PE,25
9937666,NIFTYNXT5025FEB72700CE,25
9937922,NIFTYNXT5025FEB72700PE,25
9938690,NIFTYNXT5025FEB72800PE,25
10249986,NIFTYNXT5025FEB83000CE,25
10253826,NIFTYNXT5025FEB83000PE,25
10235906,NIFTYNXT5025FEB82500CE,25
10241282,NIFTYNXT5025FEB82500PE,25
10148354,NIFTYNXT5025FEB82000CE,25
10157314,NIFTYNXT5025FEB82000PE,25
10082306,NIFTYNXT5025FEB81500CE,25
10086914,NIFTYNXT5025FEB81500PE,25
10054914,NIFTYNXT5025FEB81000CE,25
10055426,NIFTYNXT5025FEB81000PE,25
10048514,NIFTYNXT5025FEB80500CE,25
10048770,NIFTYNXT5025FEB80500PE,25
10038274,NIFTYNXT5025FEB80000CE,25
10038786,NIFTYNXT5025FEB80000PE,25
10029314,NIFTYNXT5025FEB79500CE,25
10029570,NIFTYNXT5025FEB79500PE,25
10021122,NIFTYNXT5025FEB79000CE,25
10021378,NIFTYNXT5025FEB79000PE,25
10018306,NIFTYNXT5025FEB78500CE,25
10018562,NIFTYNXT5025FEB78500PE,25
10014978,NIFTYNXT5025FEB78000CE,25
10015746,NIFTYNXT5025FEB78000PE,25
9996802,NIFTYNXT5025FEB77500CE,25
9997058,NIFTYNXT5025FEB77500PE,25
9986818,NIFTYNXT5025FEB77000CE,25
9987074,NIFTYNXT5025FEB77000PE,25
9984002,NIFTYNXT5025FEB76900CE,25
9985538,NIFTYNXT5025FEB76900PE,25
9981698,NIFTYNXT5025FEB76800CE,25
9982978,NIFTYNXT5025FEB76800PE,25
9981186,NIFTYNXT5025FEB76700CE,25
9981442,NIFTYNXT5025FEB76700PE,25
9980674,NIFTYNXT5025FEB76600CE,25
9980930,NIFTYNXT5025FEB76600PE,25
9979650,NIFTYNXT5025FEB76500CE,25
9980418,NIFTYNXT5025FEB76500PE,25
9978626,NIFTYNXT5025FEB76400CE,25
9978882,NIFTYNXT5025FEB76400PE,25
9978114,NIFTYNXT5025FEB76300CE,25
9978370,NIFTYNXT5025FEB76300PE,25
9977602,NIFTYNXT5025FEB76200CE,25
9977858,NIFTYNXT5025FEB76200PE,25
9976066,NIFTYNXT5025FEB76100CE,25
9976322,NIFTYNXT5025FEB76100PE,25
9972226,NIFTYNXT5025FEB76000CE,25
9972482,NIFTYNXT5025FEB76000PE,25
9971714,NIFTYNXT5025FEB75900CE,25
9971970,NIFTYNXT5025FEB75900PE,25
9968642,NIFTYNXT5025FEB75800CE,25
9968898,NIFTYNXT5025FEB75800PE,25
9968130,NIFTYNXT5025FEB75700CE,25
9968386,NIFTYNXT5025FEB75700PE,25
9967618,NIFTYNXT5025FEB75600CE,25
9967874,NIFTYNXT5025FEB75600PE,25
9967106,NIFTYNXT5025FEB75500CE,25
9967362,NIFTYNXT5025FEB75500PE,25
9966594,NIFTYNXT5025FEB75400CE,25
9966850,NIFTYNXT5025FEB75400PE,25
9965826,NIFTYNXT5025FEB75300CE,25
9966338,NIFTYNXT5025FEB75300PE,25
9964546,NIFTYNXT5025FEB75200CE,25
9964802,NIFTYNXT5025FEB75200PE,25
9961730,NIFTYNXT5025FEB75100CE,25
9961986,NIFTYNXT5025FEB75100PE,25
9961218,NIFTYNXT5025FEB75000CE,25
9961474,NIFTYNXT5025FEB75000PE,25
9960450,NIFTYNXT5025FEB74900CE,25
9960962,NIFTYNXT5025FEB74900PE,25
9959682,NIFTYNXT5025FEB74800CE,25
9960194,NIFTYNXT5025FEB74800PE,25
9956610,NIFTYNXT5025FEB74700CE,25
9958914,NIFTYNXT5025FEB74700PE,25
9955586,NIFTYNXT5025FEB74600CE,25
9956354,NIFTYNXT5025FEB74600PE,25
9955074,NIFTYNXT5025FEB74500CE,25
9955330,NIFTYNXT5025FEB74500PE,25
9954050,NIFTYNXT5025FEB74400CE,25
9954818,NIFTYNXT5025FEB74400PE,25
9952258,NIFTYNXT5025FEB74300CE,25
9952770,NIFTYNXT5025FEB74300PE,25
9951746,NIFTYNXT5025FEB74200CE,25
9952002,NIFTYNXT5025FEB74200PE,25
9951234,NIFTYNXT5025FEB74100CE,25
9951490,NIFTYNXT5025FEB74100PE,25
9950210,NIFTYNXT5025FEB74000CE,25
9950978,NIFTYNXT5025FEB74000PE,25
9949186,NIFTYNXT5025FEB73900CE,25
9949442,NIFTYNXT5025FEB73900PE,25
9948674,NIFTYNXT5025FEB73800CE,25
9948930,NIFTYNXT5025FEB73800PE,25
9948162,NIFTYNXT5025FEB73700CE,25
9948418,NIFTYNXT5025FEB73700PE,25
9946626,NIFTYNXT5025FEB73600CE,25
9947394,NIFTYNXT5025FEB73600PE,25
9946114,NIFTYNXT5025FEB73500CE,25
9946370,NIFTYNXT5025FEB73500PE,25
9943810,NIFTYNXT5025FEB73400CE,25
